Employee_ID,Date,Claimed_Hours,Active_Hours,Claimed_Minus_Active,Utilization_Rate,Commits,PRs_Opened,Tasks_Done,Performance_Score,Meetings_Hours,Recent_HR_Flag,Project_Type,Role_Level,Team_ID,Productivity_Level
E001,2024-09-09,6.09,6.1,-0.0,100.04,1,1,4,8.25,2.34,0,AI/ML,Junior,T02,Low
E001,2024-09-10,7.0,6.59,0.41,94.13,5,2,8,12.18,2.06,0,AI/ML,Junior,T02,Low
E001,2024-09-11,8.58,7.97,0.61,92.9,0,1,9,12.45,1.46,0,AI/ML,Junior,T02,Low
E001,2024-09-12,6.17,5.52,0.65,89.51,2,2,7,9.8,1.52,0,AI/ML,Junior,T02,Low
E001,2024-09-13,9.17,8.27,0.9,90.19,8,1,7,14.02,2.31,0,AI/ML,Junior,T02,Low
E001,2024-09-14,7.61,7.45,0.17,97.83,6,3,5,12.03,2.1,0,AI/ML,Junior,T02,Low
E001,2024-09-15,7.97,6.65,1.33,83.38,1,2,8,11.04,2.02,0,AI/ML,Junior,T02,Low
E001,2024-09-16,7.82,7.17,0.64,91.75,8,2,6,12.46,3.42,0,AI/ML,Junior,T02,Low
E001,2024-09-17,6.07,5.8,0.27,95.51,5,3,8,11.58,2.1,0,AI/ML,Junior,T02,Low
E001,2024-09-18,7.87,7.02,0.85,89.15,8,3,5,12.23,1.93,0,AI/ML,Junior,T02,Low
E001,2024-09-19,9.69,9.18,0.5,94.8,9,3,4,14.17,2.1,0,AI/ML,Junior,T02,Low
E001,2024-09-20,9.29,8.91,0.38,95.93,8,0,5,13.46,2.38,0,AI/ML,Junior,T02,Low
E001,2024-09-21,10.23,10.09,0.13,98.7,0,2,8,14.22,1.82,0,AI/ML,Junior,T02,Low
E001,2024-09-22,6.93,6.77,0.17,97.58,4,0,4,9.73,1.55,0,AI/ML,Junior,T02,Low
E001,2024-09-23,9.41,9.2,0.21,97.73,8,1,3,13.09,1.42,0,AI/ML,Junior,T02,Low
E001,2024-09-24,8.27,7.39,0.88,89.41,0,0,7,10.56,0.88,1,AI/ML,Junior,T02,Low
E001,2024-09-25,7.71,7.19,0.52,93.23,2,2,9,12.46,1.53,0,AI/ML,Junior,T02,Low
E001,2024-09-26,8.28,8.24,0.05,99.45,1,3,9,13.24,2.69,0,AI/ML,Junior,T02,Low
E001,2024-09-27,5.78,5.22,0.56,90.32,5,1,2,7.41,3.38,0,AI/ML,Junior,T02,Low
E001,2024-09-28,7.79,7.24,0.55,92.95,5,2,2,9.95,1.3,0,AI/ML,Junior,T02,Low
E001,2024-09-29,7.45,6.57,0.88,88.15,6,0,3,9.43,2.9,0,AI/ML,Junior,T02,Low
E001,2024-09-30,6.9,6.58,0.32,95.3,7,0,5,10.98,1.31,0,AI/ML,Junior,T02,Low
E001,2024-10-01,6.01,6.19,-0.18,103.0,5,3,7,11.49,2.01,0,AI/ML,Junior,T02,Low
E001,2024-10-02,7.93,7.81,0.12,98.46,5,2,2,10.49,1.47,0,AI/ML,Junior,T02,Low
E001,2024-10-03,8.46,8.68,-0.22,102.61,1,2,6,12.19,1.28,0,AI/ML,Junior,T02,Low
E001,2024-10-04,7.37,7.73,-0.37,104.97,6,2,7,13.27,1.07,0,AI/ML,Junior,T02,Low
E001,2024-10-05,7.53,7.47,0.07,99.13,8,0,5,12.23,0.92,0,AI/ML,Junior,T02,Low
E001,2024-10-06,8.04,7.94,0.1,98.72,0,2,9,12.52,2.11,0,AI/ML,Junior,T02,Low
E001,2024-10-07,8.38,8.15,0.24,97.19,5,2,9,14.19,2.42,0,AI/ML,Junior,T02,Low
E001,2024-10-08,9.79,9.37,0.42,95.75,7,0,9,15.8,1.14,0,AI/ML,Junior,T02,Low
E001,2024-10-09,6.74,6.47,0.27,96.05,9,0,5,11.3,2.51,0,AI/ML,Junior,T02,Low
E001,2024-10-10,6.98,6.87,0.11,98.43,5,1,6,11.13,2.94,0,AI/ML,Junior,T02,Low
E001,2024-10-11,7.89,7.79,0.1,98.73,6,1,8,13.55,1.62,0,AI/ML,Junior,T02,Low
E001,2024-10-12,6.7,6.48,0.22,96.72,2,3,4,9.54,0.95,0,AI/ML,Junior,T02,Low
E001,2024-10-13,7.76,6.95,0.81,89.54,2,1,9,12.16,0.58,0,AI/ML,Junior,T02,Low
E001,2024-10-14,7.57,6.74,0.83,89.09,4,1,9,12.51,0.88,0,AI/ML,Junior,T02,Low
E001,2024-10-15,10.74,9.98,0.76,92.91,1,3,6,13.32,2.42,1,AI/ML,Junior,T02,Low
E001,2024-10-16,8.04,7.63,0.41,94.93,2,0,8,11.83,2.66,0,AI/ML,Junior,T02,Low
E001,2024-10-17,7.83,6.69,1.14,85.49,9,2,4,11.31,3.24,0,AI/ML,Junior,T02,Low
E001,2024-10-18,8.05,7.38,0.68,91.6,2,1,6,10.64,2.25,1,AI/ML,Junior,T02,Low
E001,2024-10-19,8.48,8.0,0.48,94.34,3,0,4,10.77,0.87,0,AI/ML,Junior,T02,Low
E001,2024-10-20,8.5,8.25,0.25,97.07,1,0,8,12.29,1.77,0,AI/ML,Junior,T02,Low
E001,2024-10-21,9.88,8.69,1.18,88.01,9,3,6,14.84,1.0,0,AI/ML,Junior,T02,Low
E001,2024-10-22,10.11,10.02,0.09,99.08,2,0,5,12.72,1.37,1,AI/ML,Junior,T02,Low
E001,2024-10-23,8.42,8.49,-0.07,100.82,9,0,5,13.2,3.24,0,AI/ML,Junior,T02,Low
E001,2024-10-24,8.27,8.2,0.07,99.12,7,1,7,13.7,2.01,0,AI/ML,Junior,T02,Low
E001,2024-10-25,8.94,8.61,0.33,96.26,9,1,9,15.57,1.6,1,AI/ML,Junior,T02,Low
E001,2024-10-26,9.51,8.67,0.83,91.22,5,3,8,14.36,2.73,0,AI/ML,Junior,T02,Low
E001,2024-10-27,8.88,8.24,0.64,92.8,1,3,9,13.25,2.63,0,AI/ML,Junior,T02,Low
E001,2024-10-28,9.71,9.77,-0.05,100.57,2,3,9,15.24,1.5,0,AI/ML,Junior,T02,Low
E001,2024-10-29,8.73,8.25,0.48,94.46,8,3,5,13.58,1.15,0,AI/ML,Junior,T02,Low
E001,2024-10-30,8.12,8.08,0.04,99.45,4,1,3,10.85,0.83,0,AI/ML,Junior,T02,Low
E002,2024-08-01,7.01,6.92,0.09,98.68,5,2,5,11.18,0.95,0,Frontend,Junior,T09,Low
E002,2024-08-02,7.19,6.37,0.82,88.64,7,1,3,9.75,2.83,0,Frontend,Junior,T09,Low
E002,2024-08-03,9.46,8.96,0.5,94.7,7,2,9,15.63,2.21,0,Frontend,Junior,T09,Low
E002,2024-08-04,7.4,7.72,-0.32,104.38,5,2,2,10.43,1.28,0,Frontend,Junior,T09,Low
E002,2024-08-05,8.52,7.28,1.24,85.5,2,2,3,9.51,1.84,0,Frontend,Junior,T09,Low
E002,2024-08-06,11.05,10.09,0.97,91.27,1,1,6,13.5,0.55,0,Frontend,Junior,T09,Low
E002,2024-08-07,8.41,7.73,0.67,91.99,6,1,2,10.31,2.85,0,Frontend,Junior,T09,Low
E002,2024-08-08,8.61,7.74,0.86,89.99,4,2,6,12.14,1.35,0,Frontend,Junior,T09,Low
E002,2024-08-09,9.8,9.38,0.43,95.63,6,3,2,12.33,2.98,0,Frontend,Junior,T09,Low
E002,2024-08-10,9.67,8.98,0.69,92.89,1,2,8,13.52,1.11,0,Frontend,Junior,T09,Low
E002,2024-08-11,7.64,6.67,0.97,87.34,1,1,8,11.06,0.71,0,Frontend,Junior,T09,Low
E002,2024-08-12,9.45,9.31,0.14,98.54,1,0,5,11.6,3.4,0,Frontend,Junior,T09,Low
E002,2024-08-13,8.62,7.75,0.87,89.9,5,2,3,10.84,2.03,0,Frontend,Junior,T09,Low
E002,2024-08-14,7.9,8.21,-0.31,103.86,8,1,2,11.39,1.41,1,Frontend,Junior,T09,Low
E002,2024-08-15,8.1,7.31,0.78,90.32,2,1,5,10.24,2.51,0,Frontend,Junior,T09,Low
E002,2024-08-16,7.97,7.68,0.29,96.39,7,0,6,12.6,1.18,0,Frontend,Junior,T09,Low
E002,2024-08-17,8.57,7.83,0.74,91.33,7,3,8,14.18,2.3,0,Frontend,Junior,T09,Low
E002,2024-08-18,8.28,8.27,0.01,99.9,2,2,5,11.49,1.85,0,Frontend,Junior,T09,Low
E002,2024-08-19,8.37,7.21,1.16,86.17,9,0,8,13.77,0.92,0,Frontend,Junior,T09,Low
E002,2024-08-20,7.14,6.09,1.05,85.27,4,1,8,11.18,2.08,0,Frontend,Junior,T09,Low
E002,2024-08-21,10.01,9.39,0.62,93.79,9,3,7,15.92,1.83,0,Frontend,Junior,T09,Low
E002,2024-08-22,7.1,6.63,0.47,93.43,6,1,9,12.84,1.97,0,Frontend,Junior,T09,Low
E002,2024-08-23,7.36,6.98,0.38,94.83,5,1,8,12.26,2.75,0,Frontend,Junior,T09,Low
E002,2024-08-24,6.87,6.22,0.65,90.57,0,1,6,8.95,3.13,0,Frontend,Junior,T09,Low
E002,2024-08-25,7.44,6.7,0.74,90.01,7,0,4,10.47,2.22,0,Frontend,Junior,T09,Low
E002,2024-08-26,8.1,7.73,0.37,95.44,8,1,5,12.38,1.68,1,Frontend,Junior,T09,Low
E002,2024-08-27,7.85,7.03,0.82,89.61,6,3,6,12.02,2.74,0,Frontend,Junior,T09,Low
E002,2024-08-28,8.35,7.99,0.36,95.65,5,0,4,11.19,1.99,0,Frontend,Junior,T09,Low
E002,2024-08-29,8.09,6.89,1.19,85.24,8,1,9,13.58,1.39,1,Frontend,Junior,T09,Low
E002,2024-08-30,6.95,6.78,0.17,97.61,1,1,7,10.46,2.13,0,Frontend,Junior,T09,Low
E002,2024-08-31,8.46,7.31,1.15,86.36,4,2,9,13.21,1.31,0,Frontend,Junior,T09,Low
E002,2024-09-01,6.62,5.81,0.81,87.76,2,2,4,8.42,2.57,0,Frontend,Junior,T09,Low
E002,2024-09-02,8.31,7.27,1.04,87.53,9,2,8,14.12,1.68,0,Frontend,Junior,T09,Low
E002,2024-09-03,8.55,7.51,1.04,87.86,1,3,9,12.44,3.17,0,Frontend,Junior,T09,Low
E002,2024-09-04,8.0,7.53,0.47,94.14,4,3,4,11.22,0.73,0,Frontend,Junior,T09,Low
E002,2024-09-05,6.49,5.94,0.56,91.42,6,3,3,9.57,1.78,0,Frontend,Junior,T09,Low
E002,2024-09-06,8.83,8.32,0.51,94.23,5,2,8,14.05,1.17,0,Frontend,Junior,T09,Low
E002,2024-09-07,5.29,5.33,-0.04,100.77,0,2,3,7.09,0.89,0,Frontend,Junior,T09,Low
E002,2024-09-08,8.09,7.59,0.5,93.87,1,0,9,11.98,2.73,0,Frontend,Junior,T09,Low
E002,2024-09-09,7.17,6.88,0.28,96.05,2,1,2,8.34,2.31,0,Frontend,Junior,T09,Low
E002,2024-09-10,7.26,7.38,-0.12,101.68,1,3,5,10.37,2.76,0,Frontend,Junior,T09,Low
E002,2024-09-11,6.42,5.44,0.98,84.78,7,0,3,8.84,1.3,0,Frontend,Junior,T09,Low
E002,2024-09-12,8.45,8.88,-0.43,105.06,3,0,7,13.19,0.61,0,Frontend,Junior,T09,Low
E002,2024-09-13,6.94,6.38,0.55,92.03,1,2,3,8.41,1.15,0,Frontend,Junior,T09,Low
E002,2024-09-14,9.35,8.47,0.87,90.66,2,2,3,10.45,3.5,0,Frontend,Junior,T09,Low
E002,2024-09-15,8.12,7.97,0.15,98.1,6,0,3,11.11,1.04,0,Frontend,Junior,T09,Low
E002,2024-09-16,6.97,7.13,-0.17,102.4,4,3,3,10.11,2.14,0,Frontend,Junior,T09,Low
E002,2024-09-17,8.05,8.02,0.02,99.69,3,2,3,10.39,2.89,0,Frontend,Junior,T09,Low
E002,2024-09-18,7.38,7.07,0.31,95.85,2,1,2,8.54,2.22,0,Frontend,Junior,T09,Low
E002,2024-09-19,8.83,8.51,0.32,96.43,3,3,5,12.43,0.52,0,Frontend,Junior,T09,Low
E002,2024-09-20,9.42,8.7,0.72,92.39,6,0,4,12.07,2.89,0,Frontend,Junior,T09,Low
E002,2024-09-21,8.86,8.53,0.32,96.33,5,0,6,12.81,1.46,0,Frontend,Junior,T09,Low
E002,2024-09-22,7.44,6.75,0.7,90.61,1,0,7,10.05,3.29,0,Frontend,Junior,T09,Low
E002,2024-09-23,7.52,7.36,0.15,97.94,5,3,3,10.71,1.64,0,Frontend,Junior,T09,Low
E002,2024-09-24,8.19,7.54,0.64,92.17,0,1,3,8.84,2.67,0,Frontend,Junior,T09,Low
E002,2024-09-25,9.28,9.55,-0.27,102.9,2,1,7,13.53,2.12,0,Frontend,Junior,T09,Low
E002,2024-09-26,7.21,7.18,0.03,99.65,9,2,2,11.12,1.07,0,Frontend,Junior,T09,Low
E002,2024-09-27,8.14,7.4,0.73,90.97,1,0,3,9.0,1.34,0,Frontend,Junior,T09,Low
E002,2024-09-28,6.93,5.74,1.19,82.83,0,3,3,7.76,0.59,0,Frontend,Junior,T09,Low
E002,2024-09-29,8.46,8.65,-0.19,102.27,9,3,2,12.71,1.65,0,Frontend,Junior,T09,Low
E002,2024-09-30,7.3,7.47,-0.17,102.36,7,0,8,13.19,2.57,0,Frontend,Junior,T09,Low
E002,2024-10-01,9.31,9.19,0.12,98.74,0,2,5,11.61,3.22,0,Frontend,Junior,T09,Low
E002,2024-10-02,9.17,8.05,1.11,87.84,4,1,6,12.02,2.86,0,Frontend,Junior,T09,Low
E002,2024-10-03,9.93,9.26,0.67,93.26,4,1,4,12.55,0.74,0,Frontend,Junior,T09,Low
E002,2024-10-04,8.03,7.82,0.21,97.44,5,1,4,11.28,1.66,0,Frontend,Junior,T09,Low
E002,2024-10-05,8.71,8.4,0.32,96.37,9,2,5,13.67,2.18,0,Frontend,Junior,T09,Low
E002,2024-10-06,8.04,8.1,-0.06,100.79,7,2,7,13.7,2.7,0,Frontend,Junior,T09,Low
E002,2024-10-07,7.98,8.01,-0.03,100.33,4,1,9,13.6,2.03,0,Frontend,Junior,T09,Low
E002,2024-10-08,8.38,7.9,0.48,94.22,6,1,6,12.66,1.59,0,Frontend,Junior,T09,Low
E002,2024-10-09,8.9,8.25,0.65,92.67,3,0,4,10.63,3.47,0,Frontend,Junior,T09,Low
E002,2024-10-10,7.09,6.26,0.83,88.32,1,1,2,7.54,1.46,0,Frontend,Junior,T09,Low
E002,2024-10-11,9.09,9.2,-0.1,101.15,5,1,4,12.55,2.28,0,Frontend,Junior,T09,Low
E002,2024-10-12,7.21,7.22,-0.01,100.14,2,2,2,8.87,2.35,0,Frontend,Junior,T09,Low
E002,2024-10-13,8.86,8.85,0.01,99.89,3,2,9,14.25,2.66,0,Frontend,Junior,T09,Low
E002,2024-10-14,9.46,8.76,0.69,92.68,9,0,6,13.99,3.13,0,Frontend,Junior,T09,Low
E002,2024-10-15,9.06,8.65,0.4,95.54,4,0,5,11.89,3.07,0,Frontend,Junior,T09,Low
E002,2024-10-16,7.36,6.51,0.85,88.47,3,0,9,11.57,2.28,0,Frontend,Junior,T09,Low
E002,2024-10-17,11.34,11.25,0.08,99.27,7,3,9,18.07,2.55,0,Frontend,Junior,T09,Low
E002,2024-10-18,7.96,7.45,0.52,93.51,7,1,4,11.35,2.66,0,Frontend,Junior,T09,Low
E002,2024-10-19,6.65,5.98,0.67,89.91,0,3,9,10.78,1.95,0,Frontend,Junior,T09,Low
E002,2024-10-20,6.0,6.33,-0.33,105.45,7,0,3,9.68,1.65,0,Frontend,Junior,T09,Low
E002,2024-10-21,8.25,8.25,-0.01,100.06,8,1,2,11.46,2.61,0,Frontend,Junior,T09,Low
E002,2024-10-22,8.47,7.76,0.7,91.68,1,2,9,12.46,3.37,0,Frontend,Junior,T09,Low
E002,2024-10-23,8.44,7.34,1.1,86.98,7,0,3,10.71,1.54,0,Frontend,Junior,T09,Low
E002,2024-10-24,8.49,7.47,1.02,87.97,1,3,2,8.86,3.42,0,Frontend,Junior,T09,Low
E002,2024-10-25,9.16,9.07,0.1,98.92,4,0,7,13.67,0.63,0,Frontend,Junior,T09,Low
E002,2024-10-26,7.04,6.92,0.11,98.37,6,2,5,11.45,1.17,0,Frontend,Junior,T09,Low
E002,2024-10-27,6.92,6.09,0.83,88.0,6,0,5,10.3,0.6,0,Frontend,Junior,T09,Low
E002,2024-10-28,7.51,7.3,0.21,97.2,9,3,9,14.95,0.98,0,Frontend,Junior,T09,Low
E002,2024-10-29,8.0,7.62,0.38,95.2,9,1,7,13.79,1.5,0,Frontend,Junior,T09,Low
E002,2024-10-30,8.11,6.95,1.17,85.61,6,0,3,9.87,2.51,0,Frontend,Junior,T09,Low
E003,2024-08-01,7.61,6.85,0.77,89.95,5,0,3,9.67,1.22,0,DevOps,Junior,T01,Low
E003,2024-08-02,8.57,6.83,1.74,79.75,4,2,3,9.71,1.48,0,DevOps,Junior,T01,Low
E003,2024-08-03,8.83,8.43,0.39,95.55,1,1,8,12.63,1.99,0,DevOps,Junior,T01,Low
E003,2024-08-04,8.28,7.86,0.42,94.91,6,3,9,14.29,3.12,0,DevOps,Junior,T01,Low
E003,2024-08-05,6.9,6.74,0.16,97.62,9,2,5,12.06,1.82,0,DevOps,Junior,T01,Low
E003,2024-08-06,8.08,7.5,0.58,92.82,0,0,4,9.16,2.28,0,DevOps,Junior,T01,Low
E003,2024-08-07,8.36,8.12,0.24,97.18,6,3,9,14.87,1.0,0,DevOps,Junior,T01,Low
E003,2024-08-08,8.92,8.48,0.44,95.05,1,0,3,9.88,2.62,0,DevOps,Junior,T01,Low
E003,2024-08-09,7.38,6.55,0.83,88.7,9,3,8,13.54,2.03,0,DevOps,Junior,T01,Low
E003,2024-08-10,7.32,6.4,0.92,87.42,1,1,2,7.61,0.63,1,DevOps,Junior,T01,Low
E003,2024-08-11,8.47,8.01,0.46,94.6,6,2,3,11.42,1.9,0,DevOps,Junior,T01,Low
E003,2024-08-12,5.57,5.39,0.19,96.61,2,0,4,7.82,1.09,0,DevOps,Junior,T01,Low
E003,2024-08-13,9.75,9.16,0.59,93.96,2,2,7,12.94,3.44,1,DevOps,Junior,T01,Low
E003,2024-08-14,6.96,6.82,0.14,98.0,3,2,4,9.83,1.94,0,DevOps,Junior,T01,Low
E003,2024-08-15,7.57,6.87,0.7,90.8,1,3,5,9.79,3.24,0,DevOps,Junior,T01,Low
E003,2024-08-16,6.52,6.0,0.52,91.99,7,1,2,9.07,1.53,0,DevOps,Junior,T01,Low
E003,2024-08-17,7.11,6.46,0.64,90.96,1,2,9,11.21,3.04,0,DevOps,Junior,T01,Low
E003,2024-08-18,10.92,10.29,0.63,94.26,2,3,2,12.0,3.29,0,DevOps,Junior,T01,Low
E003,2024-08-19,7.38,6.83,0.55,92.59,8,3,5,11.89,1.62,1,DevOps,Junior,T01,Low
E003,2024-08-20,7.65,7.11,0.53,93.03,4,0,5,10.45,2.41,0,DevOps,Junior,T01,Low
E003,2024-08-21,8.68,8.11,0.56,93.53,9,1,5,12.86,3.0,1,DevOps,Junior,T01,Low
E003,2024-08-22,4.84,3.95,0.89,81.66,2,0,2,5.11,2.92,0,DevOps,Junior,T01,Low
E003,2024-08-23,9.19,9.45,-0.26,102.83,5,1,4,12.99,1.07,0,DevOps,Junior,T01,Low
E003,2024-08-24,8.74,7.87,0.88,89.98,1,2,7,11.94,0.86,0,DevOps,Junior,T01,Low
E003,2024-08-25,4.15,3.81,0.34,91.9,9,3,8,10.62,1.95,1,DevOps,Junior,T01,Low
E003,2024-08-26,10.48,10.44,0.04,99.63,8,3,8,17.14,1.98,0,DevOps,Junior,T01,Low
E003,2024-08-27,8.88,7.57,1.31,85.23,0,1,2,8.16,2.7,1,DevOps,Junior,T01,Low
E003,2024-08-28,8.68,7.97,0.71,91.77,1,2,9,13.01,1.03,0,DevOps,Junior,T01,Low
E003,2024-08-29,6.75,5.89,0.86,87.21,9,3,6,11.77,2.75,0,DevOps,Junior,T01,Low
E003,2024-08-30,9.18,8.73,0.45,95.05,1,3,2,10.14,3.2,0,DevOps,Junior,T01,Low
E003,2024-08-31,9.69,9.35,0.34,96.51,8,3,5,14.41,2.97,0,DevOps,Junior,T01,Low
E003,2024-09-01,7.21,6.25,0.96,86.69,1,3,4,8.78,2.44,0,DevOps,Junior,T01,Low
E003,2024-09-02,8.14,8.43,-0.29,103.62,9,2,6,14.45,0.57,0,DevOps,Junior,T01,Low
E003,2024-09-03,8.12,7.43,0.69,91.45,3,0,5,10.39,2.96,0,DevOps,Junior,T01,Low
E003,2024-09-04,8.51,8.18,0.34,96.06,2,2,3,10.38,2.0,0,DevOps,Junior,T01,Low
E003,2024-09-05,9.29,8.66,0.64,93.15,6,2,2,11.51,2.29,0,DevOps,Junior,T01,Low
E003,2024-09-06,7.35,7.2,0.15,97.99,4,3,5,11.19,2.09,0,DevOps,Junior,T01,Low
E003,2024-09-07,6.08,5.29,0.79,87.05,0,0,4,7.0,1.95,0,DevOps,Junior,T01,Low
E003,2024-09-08,8.77,8.32,0.45,94.83,8,3,5,13.52,1.97,0,DevOps,Junior,T01,Low
E003,2024-09-09,7.35,6.53,0.82,88.84,6,1,5,10.7,2.21,0,DevOps,Junior,T01,Low
E003,2024-09-10,7.79,7.82,-0.03,100.35,0,1,6,10.91,0.73,0,DevOps,Junior,T01,Low
E003,2024-09-11,7.16,6.2,0.96,86.54,5,2,6,10.59,3.39,0,DevOps,Junior,T01,Low
E003,2024-09-12,8.09,7.97,0.12,98.51,0,1,5,10.27,1.28,1,DevOps,Junior,T01,Low
E003,2024-09-13,6.72,6.51,0.22,96.78,7,0,6,11.44,1.12,0,DevOps,Junior,T01,Low
E003,2024-09-14,6.86,6.8,0.06,99.14,8,1,8,12.96,2.95,0,DevOps,Junior,T01,Low
E003,2024-09-15,8.42,7.57,0.85,89.89,3,1,2,9.45,1.45,0,DevOps,Junior,T01,Low
E003,2024-09-16,9.0,8.5,0.5,94.42,2,1,2,10.05,1.64,0,DevOps,Junior,T01,Low
E003,2024-09-17,4.5,4.54,-0.03,100.74,6,2,4,8.23,3.39,0,DevOps,Junior,T01,Low
E003,2024-09-18,8.86,7.54,1.32,85.07,9,2,5,12.9,1.55,0,DevOps,Junior,T01,Low
E003,2024-09-19,8.09,7.85,0.25,96.94,6,3,4,12.09,1.03,0,DevOps,Junior,T01,Low
E003,2024-09-20,6.32,5.03,1.28,79.67,5,1,4,8.06,3.17,1,DevOps,Junior,T01,Low
E003,2024-09-21,9.09,9.08,0.01,99.93,7,3,8,15.5,1.86,0,DevOps,Junior,T01,Low
E003,2024-09-22,8.41,8.07,0.35,95.9,6,1,4,11.92,0.96,0,DevOps,Junior,T01,Low
E003,2024-09-23,8.16,8.17,-0.01,100.08,8,2,5,13.15,2.15,0,DevOps,Junior,T01,Low
E003,2024-09-24,6.96,6.42,0.54,92.29,1,3,9,11.51,0.77,1,DevOps,Junior,T01,Low
E003,2024-09-25,8.53,7.92,0.61,92.86,6,1,5,12.01,2.72,0,DevOps,Junior,T01,Low
E003,2024-09-26,5.97,6.25,-0.28,104.72,6,3,7,11.71,2.96,0,DevOps,Junior,T01,Low
